"","title","description","streetaddress","city","state","Year","lat","long"
"494","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1975,"34.0896103469388",-118.375879020408
"495","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1976,"34.0896103469388",-118.375879020408
"496","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1977,"34.0896103469388",-118.375879020408
"497","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1978,"34.0896103469388",-118.375879020408
"498","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1979,"34.0896103469388",-118.375879020408
"499","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1980,"34.0896103469388",-118.375879020408
"500","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1981,"34.0896103469388",-118.375879020408
"501","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1982,"34.0896103469388",-118.375879020408
"502","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1983,"34.0896103469388",-118.375879020408
"503","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1984,"34.0896103469388",-118.375879020408
"504","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1985,"34.0896103469388",-118.375879020408
"505","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1986,"34.0896103469388",-118.375879020408
"506","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1987,"34.0896103469388",-118.375879020408
"507","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1988,"34.0896103469388",-118.375879020408
"508","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1989,"34.0896103469388",-118.375879020408
"509","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1990,"34.0896103469388",-118.375879020408
"510","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1991,"34.0896103469388",-118.375879020408
"511","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1992,"34.0896103469388",-118.375879020408
"512","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1993,"34.0896103469388",-118.375879020408
"513","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1994,"34.0896103469388",-118.375879020408
"514","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1995,"34.0896103469388",-118.375879020408
"515","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1996,"34.0896103469388",-118.375879020408
"516","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1997,"34.0896103469388",-118.375879020408
"517","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1998,"34.0896103469388",-118.375879020408
"518","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",1999,"34.0896103469388",-118.375879020408
"519","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2000,"34.0896103469388",-118.375879020408
"520","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2001,"34.0896103469388",-118.375879020408
"521","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2002,"34.0896103469388",-118.375879020408
"522","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2003,"34.0896103469388",-118.375879020408
"523","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2004,"34.0896103469388",-118.375879020408
"524","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2005,"34.0896103469388",-118.375879020408
"525","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2006,"34.0896103469388",-118.375879020408
"526","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2007,"34.0896103469388",-118.375879020408
"527","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2008,"34.0896103469388",-118.375879020408
"528","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2009,"34.0896103469388",-118.375879020408
"529","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2010,"34.0896103469388",-118.375879020408
"530","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2011,"34.0896103469388",-118.375879020408
"531","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2012,"34.0896103469388",-118.375879020408
"532","The Palms",NA,"8572 Santa Monica Blvd, West Hollywood, California, 90069","West Hollywood","California",2013,"34.0896103469388",-118.375879020408
"533","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1949,"37.800647",-122.4082
"534","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1950,"37.800647",-122.4082
"535","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1951,"37.800647",-122.4082
"536","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1952,"37.800647",-122.4082
"537","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1953,"37.800647",-122.4082
"538","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1954,"37.800647",-122.4082
"539","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1955,"37.800647",-122.4082
"540","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1956,"37.800647",-122.4082
"541","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1957,"37.800647",-122.4082
"542","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1958,"37.800647",-122.4082
"543","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1959,"37.800647",-122.4082
"544","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1960,"37.800647",-122.4082
"545","Paper Doll",NA,"524 Union St, San Francisco, California, 94133","San Francisco","California",1961,"37.800647",-122.4082
"546","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2013,"29.77047645",-95.4038251751208
"547","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2014,"29.77047645",-95.4038251751208
"548","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2015,"29.77047645",-95.4038251751208
"549","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2016,"29.77047645",-95.4038251751208
"550","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2017,"29.77047645",-95.4038251751208
"551","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2018,"29.77047645",-95.4038251751208
"552","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2019,"29.77047645",-95.4038251751208
"553","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2020,"29.77047645",-95.4038251751208
"554","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2021,"29.77047645",-95.4038251751208
"555","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2022,"29.77047645",-95.4038251751208
"556","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2023,"29.77047645",-95.4038251751208
"557","Pearl Bar",NA,"4216 Washington Av, Houston, Texas, 77007","Houston","Texas",2024,"29.77047645",-95.4038251751208
"558","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1955,"37.7805799",-122.4703451
"559","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1956,"37.7805799",-122.4703451
"560","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1957,"37.7805799",-122.4703451
"561","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1958,"37.7805799",-122.4703451
"562","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1959,"37.7805799",-122.4703451
"563","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1960,"37.7805799",-122.4703451
"564","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1961,"37.7805799",-122.4703451
"565","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1962,"37.7805799",-122.4703451
"566","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1963,"37.7805799",-122.4703451
"567","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1964,"37.7805799",-122.4703451
"568","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1965,"37.7805799",-122.4703451
"569","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1966,"37.7805799",-122.4703451
"570","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1967,"37.7805799",-122.4703451
"571","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1968,"37.7805799",-122.4703451
"572","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1969,"37.7805799",-122.4703451
"573","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1970,"37.7805799",-122.4703451
"574","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1971,"37.7805799",-122.4703451
"575","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1972,"37.7805799",-122.4703451
"576","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1973,"37.7805799",-122.4703451
"577","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1974,"37.7805799",-122.4703451
"578","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1975,"37.7805799",-122.4703451
"579","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1976,"37.7805799",-122.4703451
"580","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1977,"37.7805799",-122.4703451
"581","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1978,"37.7805799",-122.4703451
"582","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1979,"37.7805799",-122.4703451
"583","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1980,"37.7805799",-122.4703451
"584","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1981,"37.7805799",-122.4703451
"585","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1982,"37.7805799",-122.4703451
"586","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1983,"37.7805799",-122.4703451
"587","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1984,"37.7805799",-122.4703451
"588","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1985,"37.7805799",-122.4703451
"589","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1986,"37.7805799",-122.4703451
"590","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1987,"37.7805799",-122.4703451
"591","Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",1988,"37.7805799",-122.4703451
"592","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1970,"38.8819671",-76.9952596
"593","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1971,"38.8819671",-76.9952596
"594","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1972,"38.8819671",-76.9952596
"595","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1973,"38.8819671",-76.9952596
"596","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1974,"38.8819671",-76.9952596
"597","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1975,"38.8819671",-76.9952596
"598","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1976,"38.8819671",-76.9952596
"599","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1977,"38.8819671",-76.9952596
"600","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1978,"38.8819671",-76.9952596
"601","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1979,"38.8819671",-76.9952596
"602","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1980,"38.8819671",-76.9952596
"603","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1981,"38.8819671",-76.9952596
"604","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1982,"38.8819671",-76.9952596
"605","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1983,"38.8819671",-76.9952596
"606","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1984,"38.8819671",-76.9952596
"607","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1985,"38.8819671",-76.9952596
"608","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1986,"38.8819671",-76.9952596
"609","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1987,"38.8819671",-76.9952596
"610","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1988,"38.8819671",-76.9952596
"611","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1989,"38.8819671",-76.9952596
"612","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1990,"38.8819671",-76.9952596
"613","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1991,"38.8819671",-76.9952596
"614","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1992,"38.8819671",-76.9952596
"615","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1993,"38.8819671",-76.9952596
"616","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1994,"38.8819671",-76.9952596
"617","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1995,"38.8819671",-76.9952596
"618","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1996,"38.8819671",-76.9952596
"619","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1997,"38.8819671",-76.9952596
"620","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1998,"38.8819671",-76.9952596
"621","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,1999,"38.8819671",-76.9952596
"622","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2000,"38.8819671",-76.9952596
"623","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2001,"38.8819671",-76.9952596
"624","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2002,"38.8819671",-76.9952596
"625","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2003,"38.8819671",-76.9952596
"626","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2004,"38.8819671",-76.9952596
"627","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2005,"38.8819671",-76.9952596
"628","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2006,"38.8819671",-76.9952596
"629","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2007,"38.8819671",-76.9952596
"630","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2008,"38.8819671",-76.9952596
"631","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2009,"38.8819671",-76.9952596
"632","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2010,"38.8819671",-76.9952596
"633","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2011,"38.8819671",-76.9952596
"634","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2012,"38.8819671",-76.9952596
"635","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2013,"38.8819671",-76.9952596
"636","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2014,"38.8819671",-76.9952596
"637","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2015,"38.8819671",-76.9952596
"638","Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,2016,"38.8819671",-76.9952596
"639","Roselle Inn",NA,"1251 North Clark St, Chicago, Illinois, 60610","Chicago","Illinois",1933,"41.9055971592442",-87.6313907645581
"640","Roselle Inn",NA,"1251 North Clark St, Chicago, Illinois, 60610","Chicago","Illinois",1934,"41.9055971592442",-87.6313907645581
"641","Roselle Inn",NA,"1251 North Clark St, Chicago, Illinois, 60610","Chicago","Illinois",1935,"41.9055971592442",-87.6313907645581
"642","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1970,"37.76910285",-122.431581023047
"643","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1971,"37.76910285",-122.431581023047
"644","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1972,"37.76910285",-122.431581023047
"645","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1973,"37.76910285",-122.431581023047
"646","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1974,"37.76910285",-122.431581023047
"647","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1975,"37.76910285",-122.431581023047
"648","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1976,"37.76910285",-122.431581023047
"649","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1977,"37.76910285",-122.431581023047
"650","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1978,"37.76910285",-122.431581023047
"651","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1979,"37.76910285",-122.431581023047
"652","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1980,"37.76910285",-122.431581023047
"653","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1981,"37.76910285",-122.431581023047
"654","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1982,"37.76910285",-122.431581023047
"655","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1983,"37.76910285",-122.431581023047
"656","Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",1984,"37.76910285",-122.431581023047
"657","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",1996,"39.9484615714286",-75.1625562653061
"658","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",1997,"39.9484615714286",-75.1625562653061
"659","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",1998,"39.9484615714286",-75.1625562653061
"660","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",1999,"39.9484615714286",-75.1625562653061
"661","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2000,"39.9484615714286",-75.1625562653061
"662","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2001,"39.9484615714286",-75.1625562653061
"663","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2002,"39.9484615714286",-75.1625562653061
"664","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2003,"39.9484615714286",-75.1625562653061
"665","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2004,"39.9484615714286",-75.1625562653061
"666","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2005,"39.9484615714286",-75.1625562653061
"667","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2006,"39.9484615714286",-75.1625562653061
"668","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2007,"39.9484615714286",-75.1625562653061
"669","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2008,"39.9484615714286",-75.1625562653061
"670","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2009,"39.9484615714286",-75.1625562653061
"671","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2010,"39.9484615714286",-75.1625562653061
"672","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2011,"39.9484615714286",-75.1625562653061
"673","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2012,"39.9484615714286",-75.1625562653061
"674","Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",2013,"39.9484615714286",-75.1625562653061
"675","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",1993,"39.965685125",-82.9939678611111
"676","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",1994,"39.965685125",-82.9939678611111
"677","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",1995,"39.965685125",-82.9939678611111
"678","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",1996,"39.965685125",-82.9939678611111
"679","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",1997,"39.965685125",-82.9939678611111
"680","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",1998,"39.965685125",-82.9939678611111
"681","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",1999,"39.965685125",-82.9939678611111
"682","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2000,"39.965685125",-82.9939678611111
"683","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2001,"39.965685125",-82.9939678611111
"684","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2002,"39.965685125",-82.9939678611111
"685","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2003,"39.965685125",-82.9939678611111
"686","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2004,"39.965685125",-82.9939678611111
"687","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2005,"39.965685125",-82.9939678611111
"688","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2006,"39.965685125",-82.9939678611111
"689","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2007,"39.965685125",-82.9939678611111
"690","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2008,"39.965685125",-82.9939678611111
"691","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2009,"39.965685125",-82.9939678611111
"692","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2010,"39.965685125",-82.9939678611111
"693","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2011,"39.965685125",-82.9939678611111
"694","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2012,"39.965685125",-82.9939678611111
"695","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2013,"39.965685125",-82.9939678611111
"696","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2014,"39.965685125",-82.9939678611111
"697","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2015,"39.965685125",-82.9939678611111
"698","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2016,"39.965685125",-82.9939678611111
"699","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2017,"39.965685125",-82.9939678611111
"700","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2018,"39.965685125",-82.9939678611111
"701","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2019,"39.965685125",-82.9939678611111
"702","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2020,"39.965685125",-82.9939678611111
"703","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2021,"39.965685125",-82.9939678611111
"704","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2022,"39.965685125",-82.9939678611111
"705","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2023,"39.965685125",-82.9939678611111
"706","Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",2024,"39.965685125",-82.9939678611111
"707","Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",1989,"32.8106109",-96.8115051
"708","Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",1990,"32.8106109",-96.8115051
"709","Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",1991,"32.8106109",-96.8115051
"710","Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",1992,"32.8106109",-96.8115051
"711","Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",1993,"32.8106109",-96.8115051
"712","Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",1994,"32.8106109",-96.8115051
"713","Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",1995,"32.8106109",-96.8115051
